"CCG_CODE","Appointment_Date","APPT_STATUS","HCP_TYPE","APPT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS","Weekday","patients","all_patients","ratio_patients"
"05A","13/02/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",42,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Other Practice staff","Face-to-Face","1 Day",33,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Telephone","Same Day",9,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Telephone","1 Day",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","Same Day",62,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","More than 28 Days",6,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","8  to 14 Days",67,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","22  to 28 Days",8,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","2 to 7 Days",73,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","15  to 21 Days",28,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",85,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Face-to-Face","1 Day",22,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Telephone","Same Day",148,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Telephone","2 to 7 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",13,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Telephone","15  to 21 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Telephone","8  to 14 Days",2,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","GP","Telephone","2 to 7 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Telephone","1 Day",7,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Home Visit","Same Day",19,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","GP","Face-to-Face","2 to 7 Days",9,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Home Visit","8  to 14 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Unknown","Telephone","Same Day",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Home Visit","2 to 7 Days",5,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","GP","Face-to-Face","1 Day",3,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Home Visit","1 Day",6,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Face-to-Face","Same Day",39,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","GP","Telephone","8  to 14 Days",2,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Face-to-Face","2 to 7 Days",3,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","GP","Face-to-Face","8  to 14 Days",4,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Unknown","Face-to-Face","1 Day",2,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Other Practice staff","Telephone","1 Day",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Telephone","Same Day",30,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Telephone","2 to 7 Days",7,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","Other Practice staff","Face-to-Face","Same Day",11,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Telephone","15  to 21 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Unknown","GP","Home Visit","Same Day",8,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Telephone","1 Day",7,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Home Visit","Same Day",7,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Home Visit","More than 28 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Home Visit","2 to 7 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",31,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","Same Day",618,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","More than 28 Days",104,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",696,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","1 Day",299,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","Same Day",444,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",222,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","8  to 14 Days",18,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","22  to 28 Days",2,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",473,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","2 to 7 Days",90,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",107,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","1 Day",88,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Telephone","15  to 21 Days",3,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","Other Practice staff","Home Visit","1 Day",2,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Home Visit","2 to 7 Days",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","DNA","Other Practice staff","Face-to-Face","Same Day",27,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Home Visit","1 Day",1,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Home Visit","Same Day",38,"Tuesday",447802,511993,0.87462523901694
"05A","13/02/2018","Attended","GP","Face-to-Face","Same Day",2364,"Tuesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",10,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Home Visit","2 to 7 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Telephone","1 Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","8  to 14 Days",4,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","More than 28 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Telephone","Same Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","Same Day",22,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","22  to 28 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","2 to 7 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Face-to-Face","Same Day",5,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Face-to-Face","2 to 7 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Face-to-Face","1 Day",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Telephone","Same Day",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Home Visit","Same Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Home Visit","8  to 14 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Home Visit","1 Day",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","Same Day",36,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",5,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",9,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",24,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",7,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Telephone","Same Day",13,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Telephone","2 to 7 Days",5,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Telephone","8  to 14 Days",6,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Home Visit","2 to 7 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","More than 28 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","8  to 14 Days",15,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","2 to 7 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","1 Day",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","Same Day",20,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",10,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",37,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","1 Day",17,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",44,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Telephone","8  to 14 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Telephone","2 to 7 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","More than 28 Days",8,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",66,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","Same Day",51,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","8  to 14 Days",43,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",12,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","22  to 28 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","2 to 7 Days",68,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Telephone","1 Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","15  to 21 Days",20,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Telephone","Same Day",18,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","Other Practice staff","Telephone","Same Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","DNA","GP","Face-to-Face","1 Day",28,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Telephone","Same Day",87,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Telephone","1 Day",16,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","22  to 28 Days",3,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Home Visit","Same Day",18,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Home Visit","2 to 7 Days",5,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Home Visit","15  to 21 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Home Visit","1 Day",9,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","Same Day",18,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Face-to-Face","Same Day",63,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Unknown","Face-to-Face","1 Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Telephone","Same Day",27,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Face-to-Face","15  to 21 Days",8,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Telephone","8  to 14 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Telephone","More than 28 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Telephone","2 to 7 Days",4,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Telephone","1 Day",10,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Home Visit","Same Day",7,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Home Visit","2 to 7 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Home Visit","1 Day",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","Same Day",522,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Other Practice staff","Face-to-Face","1 Day",20,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",643,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","Same Day",355,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","More than 28 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","15  to 21 Days",6,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Home Visit","1 Day",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","22  to 28 Days",90,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","2 to 7 Days",617,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","15  to 21 Days",203,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","1 Day",225,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","Same Day",2026,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Home Visit","2 to 7 Days",1,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Home Visit","Same Day",15,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","Unknown","Home Visit","1 Day",4,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","2 to 7 Days",87,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","22  to 28 Days",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","More than 28 Days",87,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","1 Day",36,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Telephone","8  to 14 Days",20,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Home Visit","Same Day",7,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","1 Day",182,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",195,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","GP","Face-to-Face","8  to 14 Days",450,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",134,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",465,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","More than 28 Days",98,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Home Visit","1 Day",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Unknown","GP","Telephone","1 Day",2,"Wednesday",447802,511993,0.87462523901694
"05A","14/02/2018","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",16,"Wednesday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",56,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",16,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","1 Day",18,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Telephone","8  to 14 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Telephone","1 Day",5,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","More than 28 Days",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","8  to 14 Days",49,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","22  to 28 Days",8,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","2 to 7 Days",46,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","1 Day",14,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Telephone","8  to 14 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Home Visit","Same Day",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Telephone","22  to 28 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Telephone","2 to 7 Days",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Home Visit","Same Day",30,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Home Visit","8  to 14 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Home Visit","2 to 7 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Home Visit","1 Day",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",72,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Face-to-Face","Same Day",45,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Face-to-Face","2 to 7 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Face-to-Face","1 Day",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Telephone","Same Day",33,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Home Visit","2 to 7 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Telephone","22  to 28 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Telephone","2 to 7 Days",9,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Telephone","15  to 21 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",14,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","Same Day",535,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",22,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Telephone","Same Day",9,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Telephone","1 Day",11,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",531,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","Same Day",333,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","More than 28 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","Same Day",51,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Unknown","Telephone","Same Day",138,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Face-to-Face","15  to 21 Days",25,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","15  to 21 Days",5,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","Same Day",1930,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","2 to 7 Days",605,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","1 Day",192,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","8  to 14 Days",462,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","GP","Telephone","2 to 7 Days",3,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","22  to 28 Days",88,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","More than 28 Days",53,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Home Visit","1 Day",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Home Visit","Same Day",20,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","1 Day",47,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","2 to 7 Days",109,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","8  to 14 Days",32,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",20,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","1 Day",148,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Face-to-Face","15  to 21 Days",187,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","GP","Telephone","22  to 28 Days",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",213,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",114,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",365,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","DNA","Other Practice staff","Face-to-Face","Same Day",27,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Home Visit","Same Day",5,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Telephone","1 Day",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Attended","Other Practice staff","Face-to-Face","More than 28 Days",92,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Telephone","2 to 7 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Telephone","1 Day",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Home Visit","Same Day",21,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Home Visit","2 to 7 Days",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Home Visit","15  to 21 Days",1,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Home Visit","1 Day",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Face-to-Face","2 to 7 Days",3,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Face-to-Face","1 Day",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Telephone","Same Day",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Telephone","1 Day",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Home Visit","Same Day",5,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Home Visit","1 Day",3,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",6,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",26,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",11,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","Same Day",9,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",15,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",4,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Face-to-Face","1 Day",3,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","GP","Telephone","Same Day",48,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Other Practice staff","Telephone","2 to 7 Days",2,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","Unknown","Face-to-Face","Same Day",3,"Thursday",447802,511993,0.87462523901694
"05A","15/02/2018","Unknown","GP","Telephone","More than 28 Days",2,"Thursday",447802,511993,0.87462523901694
